text,label,exp_split
the film s highlight is definitely its screenplay both for the rhapsodic dialogue that jumps off the page and for the memorable character creations,1,train
it lets you brush up against the humanity of a psycho without making him any less psycho,1,train
sillier cuter and shorter than the first as best i remember but still a very good time at the cinema,1,train
the film is bright and flashy in all the right ways,1,train
elegant and eloquent meditation on death and that most elusive of passions love,1,train
cut through the layers of soap opera emotion and you find a scathing portrayal of a powerful entity strangling the life out of the people who want to believe in it the most,1,train
filmmaker tian zhuangzhuang triumphantly returns to narrative filmmaking with a visually masterful work of quiet power,1,train
it excels because unlike so many other hollywood movies of its ilk it offers hope,1,train
shot in rich shadowy black and white devils chronicles with increasingly amused irony the relationship between reluctant captors and befuddled captives,1,train
spectacularly beautiful not to mention mysterious sensual emotionally intense and replete with virtuoso throat singing,1,train
a summer entertainment adults can see without feeling embarrassed but it could have been more,1,train
sparse but oddly compelling,1,train
a stirring funny and finally transporting re imagining of beauty and the beast and 1930s horror films,1,train
a sweet tempered comedy that forgoes the knee jerk misogyny that passes for humor in so many teenage comedies,1,train
argento at only 26 brings a youthful out to change the world aggressiveness to the project as if she s cut open a vein and bled the raw film stock,1,train
with so many bad romances out there this is the kind of movie that deserves a chance to shine,1,train
brash intelligent and erotically perplexing haneke s portrait of an upper class austrian society and the suppression of its tucked away demons is uniquely felt with a sardonic jolt,1,train
though jackson does n t always succeed in integrating the characters in the foreground into the extraordinarily rich landscape it must be said that he is an imaginative filmmaker who can see the forest for the trees,1,train
that s its first sign of trouble,0,train
a dazzling thing to behold as long as you re wearing the somewhat cumbersome 3d goggles the theater provides,1,train
be patient with the lovely hush,1,train
and your reward will be a thoughtful emotional movie experience,1,train
the large format film is well suited to capture these musicians in full regalia and the incredible imax sound system lets you feel the beat down to your toes,1,train
godard has never made a more sheerly beautiful film than this unexpectedly moving meditation on love history memory resistance and artistic transcendence,1,train
the kind of movie that comes along only occasionally one so unconventional gutsy and perfectly executed it takes your breath away,1,train
unlike most surf movies blue crush thrillingly uses modern technology to take the viewer inside the wave,1,train
by the end you ca n t help but feel stoked,1,train
the off center humor is a constant and the ensemble gives it a buoyant delivery,1,train
mike leigh populates his movie with a wonderful ensemble cast of characters that bring the routine day to day struggles of the working class to life,1,train
awesome work ineffable elusive yet inexplicably powerful,1,train
sparkling often hilarious romantic jealousy comedy attal looks so much like a young robert deniro that it seems the film should instead be called my husband is travis bickle,1,train
even if you re an agnostic carnivore you can enjoy much of jonah simply and gratefully as laugh out loud lunacy with a pronounced monty pythonesque flavor,1,train
the result is somewhat satisfying it still comes from spielberg who has never made anything that was n t at least watchable,1,train
but it s also disappointing to a certain degree,0,train
the all french cast is marveilleux,1,train
there s a lot to recommend read my lips,1,train
a minor film with major pleasures from portuguese master manoel de oliviera,1,train
brosnan gives a portrayal as solid and as perfect as his outstanding performance as bond in die another day,1,train
audiences are advised to sit near the back and squint to avoid noticing some truly egregious lip non synching but otherwise the production is suitably elegant,1,train
the movie is very funny as you peek at it through the fingers in front of your eyes,1,train
nicks sustains the level of exaggerated stylized humor throughout by taking your expectations and twisting them just a bit,1,train
a refreshing change from the usual whoopee cushion effort aimed at the youth market,1,train
it finds its moviegoing pleasures in the tiny events that could make a person who has lived her life half asleep suddenly wake up and take notice,1,train
an enjoyably frothy date movie,1,train
the genius of the work speaks volumes offering up a hallucinatory dreamscape that frustrates and captivates,1,train
two weeks notice has appeal beyond being a sandra bullock vehicle or a standard romantic comedy,1,train
the movie s seams may show but pellington gives mothman an irresistibly uncanny ambience that goes a long way toward keeping the picture compelling,1,train
if mostly martha is mostly unsurprising it s still a sweet even delectable diversion,1,train
a wild comedy that could only spring from the demented mind of the writer of being john malkovich,1,train
schnitzler does a fine job contrasting the sleekness of the film s present with the playful paranoia of the film s past,1,train
a fresh faced big hearted and frequently funny thrill ride for the kiddies with enough eye candy and cheeky wit to keep parents away from the concession stand,1,train
the sentimental script has problems but the actors pick up the slack,1,train
a good documentary can make interesting a subject you thought would leave you cold,1,train
in xxx diesel is that rare creature an action hero with table manners and one who proves that elegance is more than tattoo deep,1,train
an engrossing and grim portrait of hookers what they think of themselves and their clients,1,train
it all plays out like a high end john hughes comedy a kind of elder bueller s time out,1,train
the film is enriched by an imaginatively mixed cast of antic spirits headed by christopher plummer as the subtlest and most complexly evil uncle ralph i ve ever seen in the many film and stage adaptations of the work,1,train
this is one of the rarest kinds of films a family oriented non disney film that is actually funny without hitting below the belt,1,train
it is refreshingly undogmatic about its characters,1,train
a moving and important film,1,train
deep intelligence and a warm enveloping affection breathe out of every frame,1,train
famuyiwa s feature deals with its subject matter in a tasteful intelligent manner rather than forcing us to endure every plot contrivance that the cliché riddled genre can offer,1,train
showtime is a fine looking film with a bouncy score and a clutch of lively songs for deft punctuation,1,train
sweet home alabama is n t going to win any academy awards but this date night diversion will definitely win some hearts,1,train
a cruelly funny twist on teen comedy packed with inventive cinematic tricks and an ironically killer soundtrack,1,train
a gracious eloquent film that by its end offers a ray of hope to the refugees able to look ahead and resist living in a past forever lost,1,train
even though many of these guys are less than adorable their lamentations are pretty much self centered there s something vital about the movie,1,train
a tour de force drama about the astonishingly pivotal role of imagination in the soulful development of two rowdy teenagers,1,train
it is a strength of a documentary to disregard available bias especially as temptingly easy as it would have been with this premise,1,train
when twentysomething hotsies make movies about their lives hard driving narcissism is a given but what a world we d live in if argento s hollywood counterparts had this much imagination and nerve,1,train
maryam is more timely now than ever,1,train
an eloquent reflective and beautifully acted meditation on both the profoundly devastating events of one year ago and the slow painful healing process that has followed in their wake,1,train
piccoli gives a superb performance full of deep feeling,1,train
what a concept what an idea what a thrill ride,1,train
this is a more fascinating look at the future than bladerunner and one of the most high concept sci fi adventures attempted for the screen,1,train
the rare movie that s as crisp and to the point as the novel on which it s based,1,train
a film of epic scale with an intimate feeling a saga of the ups and downs of friendships,1,train
sayles has an eye for the ways people of different ethnicities talk to and about others outside the group,1,train
nicholas nickleby is a perfect family film to take everyone to since there s no new a christmas carol out in the theaters this year,1,train
charlie hunnam has the twinkling eyes repressed smile and determined face needed to carry out a dickensian hero,1,train
niccol the filmmaker merges his collaborators symbolic images with his words insinuating for example that in hollywood only god speaks to the press,1,train
khouri manages with terrific flair to keep the extremes of screwball farce and blood curdling family intensity on one continuum,1,train
impresses as a skillfully assembled highly polished and professional adaptation just about as chilling and unsettling as manhunter was,1,train
it s a solid movie about people whose lives are anything but,1,train
though a touch too arthouse 101 in its poetic symbolism heaven proves to be a good match of the sensibilities of two directors,1,train
i simply ca n t recommend it enough,1,train
muccino who directed from his own screenplay is a canny crowd pleaser and the last kiss provides more than enough sentimental catharsis for a satisfying evening at the multiplex,1,train
we want the funk and this movie s got it,1,train
wow so who knew charles dickens could be so light hearted,1,train
many went to see the attraction for the sole reason that it was hot outside and there was air conditioning inside and i do n t think that a c will help this movie one bit,0,train
the storylines are woven together skilfully the magnificent swooping aerial shots are breathtaking and the overall experience is awesome,1,train
a miraculous movie i m going home is so slight yet overflows with wisdom and emotion,1,train
baran is shockingly devoid of your typical majid majidi shoe loving crippled children,0,train
every moment crackles with tension and by the end of the flick you re on the edge of your seat,1,train
a fine rousing g rated family film aimed mainly at little kids but with plenty of entertainment value to keep grown ups from squirming in their seats,1,train
the series message about making the right choice in the face of tempting alternatives remains prominent as do the girls amusing personalities,1,train
richly entertaining and suggestive of any number of metaphorical readings,1,train
a compelling allegory about the last days of germany s democratic weimar republic,1,train
offers a guilt free trip into feel good territory,1,train
a b movie you can sit through enjoy on a certain level and then forget,1,train
devos delivers a perfect performance that captures the innocence and budding demons within a wallflower,1,train
director todd solondz has made a movie about critical reaction to his two previous movies and about his responsibility to the characters that he creates,1,train
the word that comes to mind while watching eric rohmer s tribute to a courageous scottish lady is painterly,1,train
a fascinating case study of flower power liberation and the price that was paid for it,1,train
bluer than the atlantic and more biologically detailed than an autopsy the movie is also frequently hilarious,1,train
really is a pan american movie with moments of genuine insight into the urban heart,1,train
an overly familiar scenario is made fresh by an intelligent screenplay and gripping performances in this low budget video shot debut indie effort,1,train
peppering this urban study with references to norwegian folktales villeneuve creates in maelstrom a world where the bizarre is credible and the real turns magical,1,train
ong s promising debut is a warm and well told tale of one recent chinese immigrant s experiences in new york city,1,train
that the real antwone fisher was able to overcome his personal obstacles and become a good man is a wonderful thing that he has been able to share his story so compellingly with us is a minor miracle,1,train
what redeems the film is the cast particularly the ya yas themselves,1,train
beautiful cold oddly colorful and just plain otherworldly a freaky bit of art that s there to scare while we delight in the images,1,train
it s up to watts to lend credibility to this strange scenario and her presence succeeds in making us believe,1,train
shyamalan takes a potentially trite and overused concept aliens come to earth and infuses it into a rustic realistic and altogether creepy tale of hidden invasion,1,train
the story like ravel s bolero builds to a crescendo that encompasses many more paths than we started with,1,train
it s plotless shapeless and yet it must be admitted not entirely humorless,0,train
indeed the more outrageous bits achieve a shock you into laughter intensity of almost dadaist proportions,1,train
gondry s direction is adequate but what gives human nature its unique feel is kaufman s script,1,train
the film s plot may be shallow but you ve never seen the deep like you see it in these harrowing surf shots,1,train
with a large cast representing a broad cross section tavernier s film bounds along with the rat a tat energy of his girl friday maintaining a light touch while tackling serious themes,1,train
the observations of this social economic urban environment are canny and spiced with irony,1,train
renner carries much of the film with a creepy and dead on performance,1,train
the spaniel eyed jean reno infuses hubert with a mixture of deadpan cool wry humor and just the measure of tenderness required to give this comic slugfest some heart,1,train
aniston has at last decisively broken with her friends image in an independent film of satiric fire and emotional turmoil,1,train
unexpected and often contradictory truths emerge,1,train
300 years of russian history and culture compressed into an evanescent seamless and sumptuous stream of consciousness,1,train
intelligent caustic take on a great writer and dubious human being,1,train
may take its sweet time to get wherever it s going but if you have the patience for it you wo n t feel like it s wasted yours,1,train
less the sensational true crime hell jaunt purists might like and more experimental in its storytelling though no less horrifying for it,1,train
the film is one of the year s best,1,train
eerily accurate depiction of depression,0,train
a delicious crime drama on par with the slickest of mamet,1,train
charming and witty it s also somewhat clumsy,1,train
directed with purpose and finesse by england s roger mitchell who handily makes the move from pleasing relatively lightweight commercial fare such as notting hill to commercial fare with real thematic heft,1,train
escapes the precious trappings of most romantic comedies infusing into the story very real complicated emotions,1,train
allen manages to breathe life into this somewhat tired premise,1,train
great dragons,1,train
by surrounding us with hyper artificiality haynes makes us see familiar issues like racism and homophobia in a fresh way,1,train
a deliberative account of a lifestyle characterized by its surface obsession one that typifies the delirium of post pre and extant stardom,1,train
superb production values christian bale s charisma make up for a derivative plot,1,train
the film has the courage of its convictions and excellent performances on its side,1,train
i know i should n t have laughed but hey those farts got to my inner nine year old,1,train
a movie that will thrill you touch you and make you laugh as well,1,train
it s a smart funny look at an arcane area of popular culture and if it is n t entirely persuasive it does give exposure to some talented performers,1,train
the case is a convincing one and should give anyone with a conscience reason to pause,1,train
the actresses find their own rhythm and protect each other from the script s bad ideas and awkwardness,1,train
captivates and shows how a skillful filmmaker can impart a message without bludgeoning the audience over the head,1,train
there is a welcome lack of pretension about the film which very simply sets out to entertain and ends up delivering in good measure,1,train
coy but exhilarating with really solid performances by ving rhames and wesley snipes,1,train
it is a likable story told with competence,1,train
not only does spider man deliver but i suspect it might deliver again and again,1,train
tackles the difficult subject of grief and loss with such life embracing spirit that the theme does n t drag an audience down,1,train
a small movie with a big impact,1,train
the movie despite its rough edges and a tendency to sag in certain places is wry and engrossing,1,train
i admire the closing scenes of the film which seem to ask whether our civilization offers a cure for vincent s complaint,1,train
like rudy yellow lodge eyre needs to take a good sweat to clarify his cinematic vision before his next creation and remember the lessons of the trickster spider,0,train
a delightful romantic comedy with plenty of bite,1,train
it s far from a frothy piece and the characters are complex laden with plenty of baggage and tinged with tragic undertones,1,train
using an endearing cast writer director dover kosashvili takes a slightly dark look at relationships both sexual and kindred,1,train
when a movie has stuck around for this long you know there s something there,1,train
it s that good,1,train
smart sassy interpretation of the oscar wilde play,1,train
forget about one oscar nomination for julianne moore this year she should get all five,1,train
japanese director shohei imamura s latest film is an odd but ultimately satisfying blend of the sophomoric and the sublime,1,train
kwan is a master of shadow quietude and room noise and lan yu is a disarmingly lived in movie,1,train
while the plot follows a predictable connect the dots course director john schultz colors the picture in some evocative shades,1,train
katz s documentary does n t have much panache but with material this rich it does n t need it,1,train
evelyn s strong cast and surehanded direction make for a winning heartwarming yarn,1,train
a conventional but heartwarming tale,1,train
this is one of the outstanding thrillers of recent years,1,train
skins has a desolate air but eyre a native american raised by white parents manages to infuse the rocky path to sibling reconciliation with flashes of warmth and gentle humor,1,train
a film of quiet power,1,train
more concerned with overall feelings broader ideas and open ended questions than concrete story and definitive answers soderbergh s solaris is a gorgeous and deceptively minimalist cinematic tone poem,1,train
an intelligent romantic thriller of a very old school kind of quality,1,train
the sword fighting is well done and auteuil is a goofy pleasure,1,train
yes mibii is rote work and predictable but with a philosophical visual coming right at the end that extravagantly redeems it,1,train
o fantasma is boldly confidently orchestrated aesthetically and sexually and its impact is deeply and rightly disturbing,1,train
and for many of us that s good enough,1,train
here s yet another cool crime movie that actually manages to bring something new into the mix,1,train
lee s achievement extends to his supple understanding of the role that brown played in american culture as an athlete a movie star and an image of black indomitability,1,train
it tends to remind one of a really solid woody allen film with its excellent use of new york locales and sharp writing,1,train
while centered on the life experiences of a particular theatrical family this marvelous documentary touches ever so gracefully on the entire history of the yiddish theater both in america and israel,1,train
the film despite the gratuitous cinematic distractions impressed upon it is still good fun,1,train
the immersive powers of the giant screen and its hyper realistic images are put to perfect use in the breathtakingly beautiful outer space documentary space station 3d,1,train
has an unmistakable easy joie de vivre,1,train
more than anything else kissing jessica stein injects freshness and spirit into the romantic comedy genre which has been held hostage by generic scripts that seek to remake sleepless in seattle again and again,1,train
this movie has the usual impossible stunts but it has just as many scenes that are lean and tough enough to fit in any modern action movie,1,train
mostly works because of the universal themes earnest performances and excellent use of music by india s popular gulzar and jagjit singh,1,train
that s fun for kids of any age,1,train
writer director david caesar ladles on the local flavour with a hugely enjoyable film about changing times clashing cultures and the pleasures of a well made pizza,1,train
rarely have i seen a film so willing to champion the fallibility of the human heart,1,train
holofcener rejects patent solutions to dramatize life s messiness from inside out in all its strange quirks,1,train
like the full monty this is sure to raise audience s spirits and leave them singing long after the credits roll,1,train
a gleefully grungy hilariously wicked black comedy,1,train
kinnear and dafoe give what may be the performances of their careers,1,train
all in all a great party,1,train
a moving story of determination and the human spirit,1,train
brown sugar admirably aspires to be more than another best man clone by weaving a theme throughout this funny film,1,train
gulpilil is a commanding screen presence and his character s abundant humanism makes him the film s moral compass,1,train
an effortlessly accomplished and richly resonant work,1,train
except it s much much better,1,train
scotland looks wonderful the fans are often funny fanatics the showdown sure beats a bad day of golf,1,train
what enlivens this film beyond the astute direction of cardoso and beautifully detailed performances by all of the actors is a note of defiance over social dictates,1,train
the emotion is impressively true for being so hot blooded and both leads are up to the task,1,train
although it lacks the detail of the book the film does pack some serious suspense,1,train
i d watch these two together again in a new york minute,1,train
there s nothing like love to give a movie a b 12 shot and cq shimmers with it,1,train
a moving essay about the specter of death especially suicide,1,train
this film is so different from the apple and so striking that it can only encourage us to see samira makhmalbaf as a very distinctive sensibility working to develop her own film language with conspicuous success,1,train
coral reef adventure is a heavyweight film that fights a good fight on behalf of the world s endangered reefs and it lets the pictures do the punching,1,train
the overall result is an intelligent realistic portrayal of testing boundaries,1,train
poignant and moving a walk to remember is an inspirational love story capturing the innocence and idealism of that first encounter,1,train
worth a salute just for trying to be more complex than your average film,1,train
handsome and sophisticated approach to the workplace romantic comedy,1,train
a shimmeringly lovely coming of age portrait shot in artful watery tones of blue green and brown,1,train
while cherish does n t completely survive its tonal transformation from dark comedy to suspense thriller it s got just enough charm and appealing character quirks to forgive that still serious problem,1,train
we admire this film for its harsh objectivity and refusal to seek our tears our sympathies,1,train
an often watchable though goofy and lurid blast of a costume drama set in the late 15th century,1,train
the entire cast is first rate especially sorvino,1,train
the cat s meow marks a return to form for director peter bogdanovich,1,train
this sensitive smart savvy compelling coming of age drama delves into the passive aggressive psychology of co dependence and the struggle for self esteem,1,train
in questioning the election process payami graphically illustrates the problems of fledgling democracies but also the strength and sense of freedom the iranian people already possess with or without access to the ballot box,1,train
a very charming and funny movie,1,train
this is a film that manages to find greatness in the hue of its drastic iconography,1,train
consummate actor barry has done excellent work here,1,train
while not all that bad of a movie it s nowhere near as good as the original,0,train
i have always appreciated a smartly written motion picture and whatever flaws igby goes down may possess it is undeniably that,1,train
you can sip your vintage wines and watch your merchant ivory productions i ll settle for a nice cool glass of iced tea and a jerry bruckheimer flick any day of the week,1,train
a chilly brooding but quietly resonant psychological study of domestic tension and unhappiness,1,train
the movie does its best to work us over with second helpings of love romance tragedy false dawns real dawns comic relief two separate crises during marriage ceremonies and the lush scenery of the cotswolds,1,train
cold nervy and memorable,1,train
becomes a fascinating study of isolation and frustration that successfully recreates both the physical setting and emotional tensions of the papin sisters,1,train
all in all it s a pretty good execution of a story that s a lot richer than the ones hollywood action screenwriters usually come up with on their own,1,train
worth seeing just for weaver and lapaglia,1,train
a pleasant piece of escapist entertainment,1,train
among the many pleasures are the lively intelligence of the artists and their perceptiveness about their own situations,1,train
it s consistently funny in an irresistible junior high way and consistently free of any gag that would force you to give it a millisecond of thought,1,train
it s the cute frissons of discovery and humor between chaplin and kidman that keep this nicely wound clock not just ticking but humming,1,train
the storytelling may be ordinary but the cast is one of those all star reunions that fans of gosford park have come to assume is just another day of brit cinema,1,train
cuaron repeatedly perversely undercuts the joie de vivre even as he creates it giving the movie a mournful undercurrent that places the good time shenanigans in welcome perspective,1,train
it s definitely an improvement on the first blade since it does n t take itself so deadly seriously,1,train
a slam bang extravaganza that is all about a wild and woolly wall to wall good time,1,train
what s infuriating about full frontal is that it s too close to real life to make sense,0,train
what s invigorating about it is that it does n t give a damn,1,train
as hannibal would say yes it s like having an old friend for dinner,1,train
writer director juan carlos fresnadillo makes a feature debut that is fully formed and remarkably assured,1,train
insightfully written delicately performed,1,train
perhaps the grossest movie ever made,0,train
this 90 minute postmodern voyage was more diverting and thought provoking than i d expected it to be,1,train
one of those exceedingly rare films in which the talk alone is enough to keep us involved,1,train
a heartbreakingly thoughtful minor classic the work of a genuine and singular artist,1,train
an affectionately goofy satire that s unafraid to throw elbows when necessary,1,train
between them de niro and murphy make showtime the most savory and hilarious guilty pleasure of many a recent movie season,1,train
filmmakers david weissman and bill weber benefit enormously from the cockettes camera craziness not only did they film performances but they did the same at home,1,train
interesting both as a historical study and as a tragic love story,1,train
a stylish but steady and ultimately very satisfying piece of character driven storytelling,1,train
it picked me up swung me around and dropped me back in my seat with more emotional force than any other recent film,1,train
graham greene s novel of colonialism and empire is elevated by michael caine s performance as a weary journalist in a changing world,1,train
though it s equally solipsistic in tone the movie has enough vitality to justify the notion of creating a screen adaptation of evans saga of hollywood excess,1,train
compulsively watchable no matter how degraded things get,1,train
delivers roughly equal amounts of beautiful movement and inside information,1,train
bon appétit,1,train
just like a splendid meal red dragon satisfies from its ripe recipe inspiring ingredients certified cuisine and palatable presentation,1,train
the structure is simple but in its own way rabbit proof fence is a quest story as grand as the lord of the rings,1,train
this charming thought provoking new york fest of life and love has its rewards,1,train
some people march to the beat of a different drum and if you ever wondered what kind of houses those people live in this documentary takes a look at 5 alternative housing options,1,train
playfully profound and crazier than michael jackson on the top floor of a skyscraper nursery surrounded by open windows,1,train
a film that will enthrall the whole family,1,train
the charm of the first movie is still there and the story feels like the logical unforced continuation of the careers of a pair of spy kids,1,train
k 19 stays afloat as decent drama action flick,1,train
it sends you away a believer again and quite cheered at just that,1,train
like the best 60 minutes exposé the film at 80 minutes is actually quite entertaining,1,train
an emotionally and spiritually compelling journey seen through the right eyes with the right actors and with the kind of visual flair that shows what great cinema can really do,1,train
instead she sees it as a chance to revitalize what is and always has been remarkable about clung to traditions,1,train
both grant and hoult carry the movie because they are believable as people flawed assured of the wrong things and scared to admit how much they may really need the company of others,1,train
matters play out realistically if not always fairly,1,train
in the affable maid in manhattan jennifer lopez s most aggressive and most sincere attempt to take movies by storm the diva shrewdly surrounds herself with a company of strictly a list players,1,train
though writer director bart freundlich s film ultimately becomes a simplistic story about a dysfunctional parent child relationship it has some special qualities and the soulful gravity of crudup s anchoring performance,1,train
what the movie lacks in action it more than makes up for in drama suspense revenge and romance,1,train
just offbeat enough to keep you interested without coming close to bowling you over,1,train
probes in a light hearted way the romantic problems of individuals for whom the yearning for passion spells discontent,1,train
what elevates the movie above the run of the mill singles blender is its surreal sense of humor and technological finish,1,train
a film about female friendship that men can embrace and women will talk about for hours,1,train
the directing and story are disjointed flaws that have to be laid squarely on taylor s doorstep,0,train
but the actors make this worth a peek,1,train
light the candles bring out the cake and do n t fret about the calories because there s precious little substance in birthday girl it s simply and surprisingly a nice light treat,1,train
if villainous vampires are your cup of blood blade 2 is definitely a cut above the rest,1,train
drumline ably captures the complicated relationships in a marching band,1,train
because the film deliberately lacks irony it has a genuine dramatic impact it plays like a powerful 1957 drama we ve somehow never seen before,1,train
does point the way for adventurous indian filmmakers toward a crossover into nonethnic markets,1,train
seems based on ugly ideas instead of ugly behavior as happiness was hence storytelling is far more appealing,1,train
give credit to everyone from robinson down to the key grip that this bold move works,1,train
especially give credit to affleck,1,train
an intelligently made and beautifully edited picture that at the very least has a spark of life to it more than you can say for plenty of movies that flow through the hollywood pipeline without a hitch,1,train
a terrific date movie whatever your orientation,1,train
not all of the stories work and the ones that do are thin and scattered but the film works well enough to make it worth watching,1,train
the pain loneliness and insecurity of the screenwriting process are vividly and painfully brought to slovenly life in this self deprecating biting and witty feature written by charlie kaufman and his twin brother donald and directed by spike jonze,1,train
a gem of a movie,1,train
witty vibrant and intelligent,1,train
it s all stitched together with energy intelligence and verve enhanced by a surplus of vintage archive footage,1,train
miller comes at film with bracing intelligence and a vision both painterly and literary,1,train
the film is moody oozing chilling and heart warming all at once a twisting unpredictable cat and mouse thriller,1,train
eight legged freaks is clever and funny is amused by its special effects and leaves you feeling like you ve seen a movie instead of an endless trailer,1,train
this is historical filmmaking without the balm of right thinking ideology either liberal or conservative,1,train
mr scorsese s bravery and integrity in advancing this vision can hardly be underestimated,1,train
a thriller whose style structure and rhythms are so integrated with the story you can not separate them,1,train
it s a hoot watching the rock chomp on jumbo ants pull an arrow out of his back and leap unscathed through raging fire,1,train
returning director rob minkoff and screenwriter bruce joel rubin have done a fine job of updating white s dry wit to a new age,1,train
unfolds with such a wallop of you are there immediacy that when the bullets start to fly your first instinct is to duck,1,train
a strong script powerful direction and splendid production design allows us to be transported into the life of wladyslaw szpilman who is not only a pianist but a good human being,1,train
if the film fails to fulfill its own ambitious goals it nonetheless sustains interest during the long build up of expository material,1,train
polanski has found the perfect material with which to address his own world war ii experience in his signature style,1,train
it is life affirming and heartbreaking sweet without the decay factor funny and sad,1,train
an off beat and fanciful film about the human need for monsters to blame for all that is amiss in the world,1,train
a colorful joyous celebration of life a tapestry woven of romance dancing singing and unforgettable characters,1,train
frei assembles a fascinating profile of a deeply humanistic artist who in spite of all that he s witnessed remains surprisingly idealistic and retains an extraordinary faith in the ability of images to communicate the truth of the world around him,1,train
nicely combines the enigmatic features of memento with the hallucinatory drug culture of requiem for a dream,1,train
a well paced and satisfying little drama that deserved better than a direct to video release,1,train
the best part about gangs was daniel day lewis,1,train
a treat for its depiction on not giving up on dreams when you re a struggling nobody,1,train
one of those rare films that seems as though it was written for no one but somehow manages to convince almost everyone that it was put on the screen just for them,1,train
a gripping documentary that reveals how deep the antagonism lies in war torn jerusalem,1,train
director chris wedge and screenwriters michael berg michael j wilson and peter ackerman create some episodes that rival vintage looney tunes for the most creative mayhem in a brief amount of time,1,train
the film s appeal has a lot to do with the casting of juliette binoche as sand who brings to the role her pale dark beauty and characteristic warmth,1,train
i was amused and entertained by the unfolding of bielinsky s cleverly constructed scenario and greatly impressed by the skill of the actors involved in the enterprise,1,train
somehow ms griffiths and mr pryce bring off this wild welsh whimsy,1,train
more mature than fatal attraction more complete than indecent proposal and more relevant than 9 1 2 weeks unfaithful is at once intimate and universal cinema,1,train
for all the dolorous trim secretary is a genial romance that maintains a surprisingly buoyant tone throughout notwithstanding some of the writers sporadic dips into pop freudianism,1,train
a fanciful drama about napoleon s last years and his surprising discovery of love and humility,1,train
eric schweig and graham greene both exude an air of dignity that s perfect for the proud warrior that still lingers in the souls of these characters,1,train
lovely and amazing is holofcener s deep uncompromising curtsy to women she knows and very likely is,1,train
when all is said and done she loves them to pieces and so i trust will you,1,train
campbell scott finds the ideal outlet for his flick knife diction in the role of roger swanson,1,train
fiji diver rusi vulakoro and the married couple howard and michelle hall show us the world they love and make us love it too,1,train
russian ark is a new treasure of the hermitage,1,train
the animated sequences are well done and perfectly constructed to convey a sense of childhood imagination and creating adventure out of angst,1,train
it s definitely a step in the right direction,1,train
as the princess sorvino glides gracefully from male persona to female without missing a beat,1,train
ben kingsley is truly funny playing a kind of ghandi gone bad,1,train
ourside the theatre roger might be intolerable company but inside it he s well worth spending some time with,1,train
in an era where big stars and high production values are standard procedure narc strikes a defiantly retro chord and outpaces its contemporaries with daring and verve,1,train
the film s gamble to occasionally break up the live action scenes with animated sequences pays off as does its sensitive handling of some delicate subject matter,1,train
talk to her is not the perfect movie many have made it out to be but it s still quite worth seeing,1,train
beating the austin powers films at their own game this blaxploitation spoof downplays the raunch in favor of gags that rely on the strength of their own cleverness as opposed to the extent of their outrageousness,1,train
this is a dark gritty sometimes funny little gem,1,train
for all its visual panache and compelling supporting characters the heart of the film rests in the relationship between sullivan and his son,1,train
what makes salton sea surprisingly engrossing is that caruso takes an atypically hypnotic approach to a world that s often handled in fast edit hopped up fashion,1,train
with spy kids 2 the island of lost dreams the spy kids franchise establishes itself as a durable part of the movie landscape a james bond series for kids,1,train
an invaluable historical document thanks to the filmmaker s extraordinary access to massoud whose charm cultivation and devotion to his people are readily apparent,1,train
the performances of the four main actresses bring their characters to life,1,train
a little melodramatic but with enough hope to keep you engaged,1,train
lan yu seems altogether too slight to be called any kind of masterpiece,0,train
it is however a completely honest open hearted film that should appeal to anyone willing to succumb to it,1,train
everyone should be able to appreciate the wonderful cinematography and naturalistic acting,1,train
this often hilarious farce manages to generate the belly laughs of lowbrow comedy without sacrificing its high minded appeal,1,train
expands the limits of what a film can be taking us into the lives of women to whom we might not give a second look if we passed them on the street,1,train
shanghai ghetto may not be as dramatic as roman polanski s the pianist but its compassionate spirit soars every bit as high,1,train
the underworld urban angst is derivative of martin scorsese s taxi driver and goodfellas but this film speaks for itself,1,train
despite modest aspirations its occasional charms are not to be dismissed,1,train
constantly touching surprisingly funny semi surrealist exploration of the creative act,1,train
the journey is worth your time especially if you have ellen pompeo sitting next to you for the ride,1,train
for every cheesy scene though there is a really cool bit the movie s conception of a future world holographic librarian orlando jones who knows everything and answers all questions is visually smart cleverly written and nicely realized,1,train
what sets ms birot s film apart from others in the genre is a greater attention to the parents and particularly the fateful fathers in the emotional evolution of the two bewitched adolescents,1,train
all three women deliver remarkable performances,1,train
claire is a terrific role for someone like judd who really ought to be playing villains,1,train
compassionately explores the seemingly irreconcilable situation between conservative christian parents and their estranged gay and lesbian children,1,train
the soundtrack alone is worth the price of admission,1,train
rodriguez does a splendid job of racial profiling hollywood style casting excellent latin actors of all ages a trend long overdue,1,train
beneath the film s obvious determination to shock at any cost lies considerable skill and determination backed by sheer nerve,1,train
bielinsky is a filmmaker of impressive talent,1,train
so beautifully acted and directed it s clear that washington most certainly has a new career ahead of him if he so chooses,1,train
a visual spectacle full of stunning images and effects,1,train
a gentle and engrossing character study,1,train
it s enough to watch huppert scheming with her small intelligent eyes as steady as any noir villain and to enjoy the perfectly pitched web of tension that chabrol spins,1,train
an engrossing portrait of uncompromising artists trying to create something original against the backdrop of a corporate music industry that only seems to care about the bottom line,1,train
a mischievous visual style and oodles of charm make cherish a very good but not great movie,1,train
